Toys Name,Toys Descriptions,Toys Prices,Toys Source Links
"
            Nylabone Puppy Bone Beef Alternative
        ","


Nylabone Puppy Bone Beef Alternative
Inspired by nature, the Power Chew Bone Alternative is built strong with bold flavor dogs crave! This long-lasting nylon dog chew toy is designed to look and feel like a real animal bone without the mess, splinters, grease, odors, or stains. This sturdy material stands up to the test with those teething pups and encourages healthy, non-destructive chewing habits. Plus, this chew toy for dogs indulges your pup's wild side with savory beef flavor throughout - and no calories! It also satisfies your dog's natural urge to chew and keeps them occupied for ongoing entertainment. 

Mess-free, durable dog chew toy is cleaner and safer than real bone
Long lasting dog chew toy satisfies natural chewing instincts
Tough chew toy discourages destructive chewing and keeps dogs entertained
Flavored dog chew contains delicious beef flavor dogs love
To excite your puppy with his new chew simply scrape on a hard, rough surface to liven up the flavour, bring an old bone back to life in the same way.

To keep your chews clean give them a scrub with a brush under warm water, using mild, non-toxic detergent, and rinse thoroughly.

Check your pups chew regularly, make sure its whole and intact, with no missing pieces. Always replace if the knuckle ends are worn down, or if it becomes too small to chew safely.

These non-edible chews are made with nylon. They are NOT intended for consumption.
Size: Small/Regular up to 25Ilbs / 11kg
Chewing Style: Gentle


Not all dogs chew the same way—even dogs of the same size, weight, age, or breed can chew differently. That’s why it’s important to select the best chew toy for your dog based on their weight and chewing style. Once you determined which chew style best suits your furry friend, look for the size on the front corner of the chew toy’s package.
Puppy Chews
The puppy stage is a critical opportunity for teaching your pup good chewing habits. Puppies use their mouths to explore their surroundings, play, and especially relieve teething discomfort. Our Puppy Chews come in all different shapes, flavors, and textures to keep your new best friend comforted and entertained—from classic bone shapes to unique keys and rings! With positive reinforcement, pups will learn that chewing on Nylabone Puppy Chews is not only encouraged, but a fun pastime as they grow and develop.

*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.


 
 
","
        


  €6.60


      ",https://www.petstop.ie/collections/dog-toys/products/nylabone-puppy-bone-beef-alternative
"
                  Nylabone Classic - Puppy Chew Bone - Twin Pack
              ","


Nylabone Classic - Puppy Chew Bone - Twin Pack - Peanut Butter and Chicken Chew Toy 
Encourage positive chewing habits from the start with our Peanut Butter and Chicken Chew Toy Twin Pack! Easy for the tiniest dogs to hold and carry, each long lasting chew toy is packed with flavor: one in yummy peanut butter and the other in irresistible chicken. Your puppy will love this sweet-and-savory combo. These dog chew toys are made of softer, flexible material just for puppies! Plus, the bristles raised during chewing promote clean teeth and help control plaque and tartar buildup. Start your teething puppy off right with our sturdy chew toys!

Flexible chew toys help with puppy teething while cleaning teeth and freshening breath
Nylon dog toy satisfies the natural urge to chew
Keeps puppies busy and helps prevent destructive chewing
Chew toys made in the USA
Size: Small/Regular up to 15Ibs / 6.8kg
Chewing Style: Gentle



Not all dogs chew the same way—even dogs of the same size, weight, age, or breed can chew differently. That’s why it’s important to select the best chew toy for your dog based on their weight and chewing style. Once you determined which chew style best suits your furry friend, look for the size on the front corner of the chew toy’s package.
Puppy Chews
The puppy stage is a critical opportunity for teaching your pup good chewing habits. Puppies use their mouths to explore their surroundings, play, and especially relieve teething discomfort. Our Puppy Chews come in all different shapes, flavors, and textures to keep your new best friend comforted and entertained—from classic bone shapes to unique keys and rings! With positive reinforcement, pups will learn that chewing on Nylabone Puppy Chews is not only encouraged, but a fun pastime as they grow and develop.

*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.


","
        


  €7.20


      ",https://www.petstop.ie/collections/dog-toys/products/nylabone-classic-puppy-chew-bone-twin-pack
"
            Nylabone Classic - Puppy Chew Bone - Twin Pack
        ","


Nylabone Classic - Puppy Chew Bone - Twin Pack - Peanut Butter and Chicken Chew Toy 
Encourage positive chewing habits from the start with our Peanut Butter and Chicken Chew Toy Twin Pack! Easy for the tiniest dogs to hold and carry, each long lasting chew toy is packed with flavor: one in yummy peanut butter and the other in irresistible chicken. Your puppy will love this sweet-and-savory combo. These dog chew toys are made of softer, flexible material just for puppies! Plus, the bristles raised during chewing promote clean teeth and help control plaque and tartar buildup. Start your teething puppy off right with our sturdy chew toys!

Flexible chew toys help with puppy teething while cleaning teeth and freshening breath
Nylon dog toy satisfies the natural urge to chew
Keeps puppies busy and helps prevent destructive chewing
Chew toys made in the USA
Size: Small/Regular up to 15Ibs / 6.8kg
Chewing Style: Gentle



Not all dogs chew the same way—even dogs of the same size, weight, age, or breed can chew differently. That’s why it’s important to select the best chew toy for your dog based on their weight and chewing style. Once you determined which chew style best suits your furry friend, look for the size on the front corner of the chew toy’s package.
Puppy Chews
The puppy stage is a critical opportunity for teaching your pup good chewing habits. Puppies use their mouths to explore their surroundings, play, and especially relieve teething discomfort. Our Puppy Chews come in all different shapes, flavors, and textures to keep your new best friend comforted and entertained—from classic bone shapes to unique keys and rings! With positive reinforcement, pups will learn that chewing on Nylabone Puppy Chews is not only encouraged, but a fun pastime as they grow and develop.

*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.


","
        


  €7.20


      ",https://www.petstop.ie/collections/dog-toys/products/nylabone-classic-puppy-chew-bone-twin-pack
"
                  Nylabone Dura Power Chew Bone - Chicken & Bacon - Twin Pack
              ","
Nylabone Dura Power Chew Bone - Chicken & Bacon - Twin Pack
Two delicious flavors are better than one! These nylon bones come from our large assortment of Power Chew toys and satisfy dogs who love to chew. Each chew toy treats your dog to an outstanding flavor they'll crave. The white bone contains meaty chicken flavor throughout, and the brown bone is packed with irresistible bacon flavor. Both durable dog chew toys are long lasting and stand up to aggressive chewers, providing your dog with ongoing entertainment and discouraging destructive chewing. Plus, it helps clean teeth and control plaque and tartar buildup as dogs chew. This twin pack of dog chew toys prevents boredom, helps dogs cope with separation anxiety, and is great for training and reward. Best of all, it satisfies your furry friend's natural urge to chew. Go ahead and give your pooch a Nylabone chew toy!

Chew toy twin pack doubles the chewing fun
Helps clean teeth as dogs chew
Contains tasty bacon and chicken flavors throughout
Encourages positive chewing habits

Size: Medium/Wolf up to 35Ibs / 15kg

Chewing Style: Power



Not all dogs chew the same way—even dogs of the same size, weight, age, or breed can chew differently. That’s why it’s important to select the best chew toy for your dog based on their weight and chewing style. Once you determined which chew style best suits your furry friend, look for the size on the front corner of the chew toy’s package.
Power Chews
Our Power Chew DuraChews are the ultimate long-lasting activity for extreme chewers. These durable nylon chew toys are built to withstand intense chewing and come in tons of flavors, sizes, shapes, and textures, so there’s an option for every dog to enjoy. In addition to helping clean teeth as dogs chew, they provide a safe, independent activity that fights boredom, prevents destructive chewing, and keeps dogs happy!
 

*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.
","
        


  €16.00


      ",https://www.petstop.ie/collections/dog-toys/products/nylabone-dura-power-chew-bone-chicken-bacon-twin-pack
"
            Nylabone Dura Power Chew Bone - Chicken & Bacon - Twin Pack
        ","
Nylabone Dura Power Chew Bone - Chicken & Bacon - Twin Pack
Two delicious flavors are better than one! These nylon bones come from our large assortment of Power Chew toys and satisfy dogs who love to chew. Each chew toy treats your dog to an outstanding flavor they'll crave. The white bone contains meaty chicken flavor throughout, and the brown bone is packed with irresistible bacon flavor. Both durable dog chew toys are long lasting and stand up to aggressive chewers, providing your dog with ongoing entertainment and discouraging destructive chewing. Plus, it helps clean teeth and control plaque and tartar buildup as dogs chew. This twin pack of dog chew toys prevents boredom, helps dogs cope with separation anxiety, and is great for training and reward. Best of all, it satisfies your furry friend's natural urge to chew. Go ahead and give your pooch a Nylabone chew toy!

Chew toy twin pack doubles the chewing fun
Helps clean teeth as dogs chew
Contains tasty bacon and chicken flavors throughout
Encourages positive chewing habits

Size: Medium/Wolf up to 35Ibs / 15kg

Chewing Style: Power



Not all dogs chew the same way—even dogs of the same size, weight, age, or breed can chew differently. That’s why it’s important to select the best chew toy for your dog based on their weight and chewing style. Once you determined which chew style best suits your furry friend, look for the size on the front corner of the chew toy’s package.
Power Chews
Our Power Chew DuraChews are the ultimate long-lasting activity for extreme chewers. These durable nylon chew toys are built to withstand intense chewing and come in tons of flavors, sizes, shapes, and textures, so there’s an option for every dog to enjoy. In addition to helping clean teeth as dogs chew, they provide a safe, independent activity that fights boredom, prevents destructive chewing, and keeps dogs happy!
 

*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.
","
        


  €16.00


      ",https://www.petstop.ie/collections/dog-toys/products/nylabone-dura-power-chew-bone-chicken-bacon-twin-pack
"
                  Nylabone FlexiChew Bone  - Chicken & Original - Twin Pack
              ","
Nylabone FlexiChew Bone  - Chicken & Original - Twin Pack 
This twin pack comes with one chicken-flavored and one original-flavored FlexiChew Bone. Nylabone FlexiChew chew toys are made from softer material for moderate chewers. The FlexiChew Bone keeps dogs entertained, and the bristles raised during chewing promote clean teeth and help control plaque and tartar buildup. Not recommended for strong chewers. (Different dogs have different chewing styles and strengths, even within the same breed, so be sure to choose the correct chew size and type for your dog.)

Flexi chew Toys Satisfy The Natural Urge To Chew While Helping Clean Teeth And Keeping Dogs Entertained
Softer, More Flexible Feel; Great For Moderate Chewers
Bristles raised during chewing help clean teeth and control plaque and tartar
Not Recommended For Powerful Chewers
Chicken Flavor
Size: Xsmall/Petite up to 15Ibs / 6.8kg
Chewing Style: Moderate



Not all dogs chew the same way—even dogs of the same size, weight, age, or breed can chew differently. That’s why it’s important to select the best chew toy for your dog based on their weight and chewing style. Once you determined which chew style best suits your furry friend, look for the size on the front corner of the chew toy’s package.
Moderate Chews
All dogs have the natural instinct to chew—some simply have a less intense chewing style. Moderate Chew FlexiChews are the perfect fit for senior dogs or just gentler chewers who enjoy some flex and give. Made of softer, flexible material and available in many shapes and flavors, these chew toys give moderate chewers a safe, fun activity while discouraging destructive chewing. Plus, they help clean teeth while dogs chew!

*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.
","
        


  €8.30


      ",https://www.petstop.ie/collections/dog-toys/products/nylabone-flexichew-bone-chicken-original-twin-pack
"
            Nylabone FlexiChew Bone  - Chicken & Original - Twin Pack
        ","
Nylabone FlexiChew Bone  - Chicken & Original - Twin Pack 
This twin pack comes with one chicken-flavored and one original-flavored FlexiChew Bone. Nylabone FlexiChew chew toys are made from softer material for moderate chewers. The FlexiChew Bone keeps dogs entertained, and the bristles raised during chewing promote clean teeth and help control plaque and tartar buildup. Not recommended for strong chewers. (Different dogs have different chewing styles and strengths, even within the same breed, so be sure to choose the correct chew size and type for your dog.)

Flexi chew Toys Satisfy The Natural Urge To Chew While Helping Clean Teeth And Keeping Dogs Entertained
Softer, More Flexible Feel; Great For Moderate Chewers
Bristles raised during chewing help clean teeth and control plaque and tartar
Not Recommended For Powerful Chewers
Chicken Flavor
Size: Xsmall/Petite up to 15Ibs / 6.8kg
Chewing Style: Moderate



Not all dogs chew the same way—even dogs of the same size, weight, age, or breed can chew differently. That’s why it’s important to select the best chew toy for your dog based on their weight and chewing style. Once you determined which chew style best suits your furry friend, look for the size on the front corner of the chew toy’s package.
Moderate Chews
All dogs have the natural instinct to chew—some simply have a less intense chewing style. Moderate Chew FlexiChews are the perfect fit for senior dogs or just gentler chewers who enjoy some flex and give. Made of softer, flexible material and available in many shapes and flavors, these chew toys give moderate chewers a safe, fun activity while discouraging destructive chewing. Plus, they help clean teeth while dogs chew!

*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.
","
        


  €8.30


      ",https://www.petstop.ie/collections/dog-toys/products/nylabone-flexichew-bone-chicken-original-twin-pack
"
                  Nylabone Just for Puppies Teething Chew Toy - Chicken
              ","

Nylabone Just for Puppies Teething Chew Toy - Chicken


Nylon Bones-Traditional Made from inert soft thermoplastic polymer to satisfy the chewing instinct of teething puppies and encourage non-destructive chewing. Bristles raised during chewing will help clean teeth and prevent tartar build up. Designed for teething puppies - Not recommended for adult dogs or puppies with any permanent teeth.

Flexible chew toys help with puppy teething while cleaning teeth and freshening breath
Nylon dog toy satisfies the natural urge to chew
Keeps puppies busy and helps prevent destructive chewing
Teething and Soothing
Size: Puppy 50Ibs / 23kg+
Chewing Style: Puppy



Not all dogs chew the same way—even dogs of the same size, weight, age, or breed can chew differently. That’s why it’s important to select the best chew toy for your dog based on their weight and chewing style. Once you determined which chew style best suits your furry friend, look for the size on the front corner of the chew toy’s package.
Puppy Chews
The puppy stage is a critical opportunity for teaching your pup good chewing habits. Puppies use their mouths to explore their surroundings, play, and especially relieve teething discomfort. Our Puppy Chews come in all different shapes, flavors, and textures to keep your new best friend comforted and entertained—from classic bone shapes to unique keys and rings! With positive reinforcement, pups will learn that chewing on Nylabone Puppy Chews is not only encouraged, but a fun pastime as they grow and develop.

*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.

 
 
","
        


  €18.20


      ",https://www.petstop.ie/collections/dog-toys/products/nylabone-just-for-puppies-teething-chew-toy-chicken
"
            Nylabone Just for Puppies Teething Chew Toy - Chicken
        ","

Nylabone Just for Puppies Teething Chew Toy - Chicken


Nylon Bones-Traditional Made from inert soft thermoplastic polymer to satisfy the chewing instinct of teething puppies and encourage non-destructive chewing. Bristles raised during chewing will help clean teeth and prevent tartar build up. Designed for teething puppies - Not recommended for adult dogs or puppies with any permanent teeth.

Flexible chew toys help with puppy teething while cleaning teeth and freshening breath
Nylon dog toy satisfies the natural urge to chew
Keeps puppies busy and helps prevent destructive chewing
Teething and Soothing
Size: Puppy 50Ibs / 23kg+
Chewing Style: Puppy



Not all dogs chew the same way—even dogs of the same size, weight, age, or breed can chew differently. That’s why it’s important to select the best chew toy for your dog based on their weight and chewing style. Once you determined which chew style best suits your furry friend, look for the size on the front corner of the chew toy’s package.
Puppy Chews
The puppy stage is a critical opportunity for teaching your pup good chewing habits. Puppies use their mouths to explore their surroundings, play, and especially relieve teething discomfort. Our Puppy Chews come in all different shapes, flavors, and textures to keep your new best friend comforted and entertained—from classic bone shapes to unique keys and rings! With positive reinforcement, pups will learn that chewing on Nylabone Puppy Chews is not only encouraged, but a fun pastime as they grow and develop.

*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.

 
 
","
        


  €18.20


      ",https://www.petstop.ie/collections/dog-toys/products/nylabone-just-for-puppies-teething-chew-toy-chicken
"
                  Nerf Dog Tennis Ball Blaster with Target -Plus Carry Bag
              ","
Nerf Dog Tennis Ball Blaster with Target and Carry Bag

Hands-free pickup.
Safe release mechanism.
Tennis balls included.
5 Piece Fetch Game

Dimensions: L 12"" x W 7"" x H 11""
","
        


  €49.90


      ",https://www.petstop.ie/collections/dog-toys/products/nerf-dog-tennis-ball-blaster-with-target-plus-carry-bag
"
            Nerf Dog Tennis Ball Blaster with Target -Plus Carry Bag
        ","
Nerf Dog Tennis Ball Blaster with Target and Carry Bag

Hands-free pickup.
Safe release mechanism.
Tennis balls included.
5 Piece Fetch Game

Dimensions: L 12"" x W 7"" x H 11""
","
        


  €49.90


      ",https://www.petstop.ie/collections/dog-toys/products/nerf-dog-tennis-ball-blaster-with-target-plus-carry-bag
"
                  Trixie - Dog Tennis Ball 6cm - 1 Piece
              ","
Trixie - Dog Tennis Ball 6cm - 1 Piece

dog suitable version without glass fibres or gas filling
great to use with ball launchers while playing fetch
various colours

Sizes: ø 6cm
",€1.99,https://www.petstop.ie/collections/dog-toys/products/trixie-dog-tennis-ball-6cm
"
            Trixie - Dog Tennis Ball 6cm - 1 Piece
        ","
Trixie - Dog Tennis Ball 6cm - 1 Piece

dog suitable version without glass fibres or gas filling
great to use with ball launchers while playing fetch
various colours

Sizes: ø 6cm
",€1.99,https://www.petstop.ie/collections/dog-toys/products/trixie-dog-tennis-ball-6cm
"
                  Beco - Recycled Rough & Tough - Dog Toy - Large - Narwhal
              ","
Beco - Recycled Rough & Tough - Dog Toy - Large - Narwhal*
Some dogs believe in tough love. This is for them. A rough & tough toy that can withstand a chew and wrestle during playtime. Made from recycled cloth and stuffing, it reuses what’s already here to help keep our oceans clean.

Recycled Plastic (RPET) & Polyester

77% Recycled Polyester 23% Polyester


Size: 21 x 39 x 4cm


RECYCLED MATERIALSThe stuffing and some cloth of this toy is made from recycled polyester, giving waste plastic a second life and encouraging its collection and reuse.

SUPER STRONG
The panels are woven together with double stitching and reinforced with a second layer of cloth. Each panel has a second layer of cloth to reinforce the first. As hardy as they come so your dog can have double the fun.

SQUEAK SQUEAK SQUEAKDogs love squeaky toys. For us humans, the jury’s out. The squeaker in this toy is loud and puncture proof which means your furry friends will go wild for it, and it’s likely to hang around for a while too. We’ve tried and tested with our canine colleagues and they certainly approve.

*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.
","
        


  €15.00


      ",https://www.petstop.ie/collections/dog-toys/products/beco-recycled-rough-tough-dog-toy-large-narwhal
"
            Beco - Recycled Rough & Tough - Dog Toy - Large - Narwhal
        ","
Beco - Recycled Rough & Tough - Dog Toy - Large - Narwhal*
Some dogs believe in tough love. This is for them. A rough & tough toy that can withstand a chew and wrestle during playtime. Made from recycled cloth and stuffing, it reuses what’s already here to help keep our oceans clean.

Recycled Plastic (RPET) & Polyester

77% Recycled Polyester 23% Polyester


Size: 21 x 39 x 4cm


RECYCLED MATERIALSThe stuffing and some cloth of this toy is made from recycled polyester, giving waste plastic a second life and encouraging its collection and reuse.

SUPER STRONG
The panels are woven together with double stitching and reinforced with a second layer of cloth. Each panel has a second layer of cloth to reinforce the first. As hardy as they come so your dog can have double the fun.

SQUEAK SQUEAK SQUEAKDogs love squeaky toys. For us humans, the jury’s out. The squeaker in this toy is loud and puncture proof which means your furry friends will go wild for it, and it’s likely to hang around for a while too. We’ve tried and tested with our canine colleagues and they certainly approve.

*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.
","
        


  €15.00


      ",https://www.petstop.ie/collections/dog-toys/products/beco-recycled-rough-tough-dog-toy-large-narwhal
"
                  Beco - Recycled Rough & Tough - Dog Toy - Medium - Slot
              ","
Beco - Recycled Rough & Tough - Dog Toy - Medium - Slot*
Some dogs believe in tough love. This is for them. A rough & tough toy that can withstand a chew and wrestle during playtime. Made from recycled cloth and stuffing, it reuses what’s already here to help keep our oceans clean.

Recycled Plastic (RPET) & Polyester

75% Recycled Polyester 25% Polyester


Size:  22 x 32 x 3.5cm


RECYCLED MATERIALSThe stuffing and some cloth of this toy is made from recycled polyester, giving waste plastic a second life and encouraging its collection and reuse.

SUPER STRONG
The panels are woven together with double stitching and reinforced with a second layer of cloth. Each panel has a second layer of cloth to reinforce the first. As hardy as they come so your dog can have double the fun.

SQUEAK SQUEAK SQUEAKDogs love squeaky toys. For us humans, the jury’s out. The squeaker in this toy is loud and puncture proof which means your furry friends will go wild for it, and it’s likely to hang around for a while too. We’ve tried and tested with our canine colleagues and they certainly approve.




*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.
","
        


  €15.00


      ",https://www.petstop.ie/collections/dog-toys/products/beco-recycled-rough-tough-dog-toy-medium-slot
"
            Beco - Recycled Rough & Tough - Dog Toy - Medium - Slot
        ","
Beco - Recycled Rough & Tough - Dog Toy - Medium - Slot*
Some dogs believe in tough love. This is for them. A rough & tough toy that can withstand a chew and wrestle during playtime. Made from recycled cloth and stuffing, it reuses what’s already here to help keep our oceans clean.

Recycled Plastic (RPET) & Polyester

75% Recycled Polyester 25% Polyester


Size:  22 x 32 x 3.5cm


RECYCLED MATERIALSThe stuffing and some cloth of this toy is made from recycled polyester, giving waste plastic a second life and encouraging its collection and reuse.

SUPER STRONG
The panels are woven together with double stitching and reinforced with a second layer of cloth. Each panel has a second layer of cloth to reinforce the first. As hardy as they come so your dog can have double the fun.

SQUEAK SQUEAK SQUEAKDogs love squeaky toys. For us humans, the jury’s out. The squeaker in this toy is loud and puncture proof which means your furry friends will go wild for it, and it’s likely to hang around for a while too. We’ve tried and tested with our canine colleagues and they certainly approve.




*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.
","
        


  €15.00


      ",https://www.petstop.ie/collections/dog-toys/products/beco-recycled-rough-tough-dog-toy-medium-slot
"
                  Beco - Recycled Rough & Tough - Dog Toy - Medium - Lobster
              ","
Beco - Recycled Rough & Tough - Dog Toy - Medium - Lobster*
Some dogs believe in tough love. This is for them. A rough & tough toy that can withstand a chew and wrestle during playtime. Made from recycled cloth and stuffing, it reuses what’s already here to help keep our oceans clean.

Recycled Plastic (RPET) & Polyester

66% Recycled Polyester 34% Polyester


Size:  25.5 x 22 x 4cm


RECYCLED MATERIALSThe stuffing and some cloth of this toy is made from recycled polyester, giving waste plastic a second life and encouraging its collection and reuse.

SUPER STRONG
The panels are woven together with double stitching and reinforced with a second layer of cloth. Each panel has a second layer of cloth to reinforce the first. As hardy as they come so your dog can have double the fun.

SQUEAK SQUEAK SQUEAKDogs love squeaky toys. For us humans, the jury’s out. The squeaker in this toy is loud and puncture proof which means your furry friends will go wild for it, and it’s likely to hang around for a while too. We’ve tried and tested with our canine colleagues and they certainly approve.



*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.
","
        


  €15.00


      ",https://www.petstop.ie/collections/dog-toys/products/beco-recycled-rough-tough-dog-toy-medium-lobster
"
            Beco - Recycled Rough & Tough - Dog Toy - Medium - Lobster
        ","
Beco - Recycled Rough & Tough - Dog Toy - Medium - Lobster*
Some dogs believe in tough love. This is for them. A rough & tough toy that can withstand a chew and wrestle during playtime. Made from recycled cloth and stuffing, it reuses what’s already here to help keep our oceans clean.

Recycled Plastic (RPET) & Polyester

66% Recycled Polyester 34% Polyester


Size:  25.5 x 22 x 4cm


RECYCLED MATERIALSThe stuffing and some cloth of this toy is made from recycled polyester, giving waste plastic a second life and encouraging its collection and reuse.

SUPER STRONG
The panels are woven together with double stitching and reinforced with a second layer of cloth. Each panel has a second layer of cloth to reinforce the first. As hardy as they come so your dog can have double the fun.

SQUEAK SQUEAK SQUEAKDogs love squeaky toys. For us humans, the jury’s out. The squeaker in this toy is loud and puncture proof which means your furry friends will go wild for it, and it’s likely to hang around for a while too. We’ve tried and tested with our canine colleagues and they certainly approve.



*Please note, no dog toy is indestructible. Choose only toys that are the appropriate material, shape and size for your dog and always supervise your dog’s use of this toy. If damage occurs, please discontinue use of the toy immediately.
","
        


  €15.00


      ",https://www.petstop.ie/collections/dog-toys/products/beco-recycled-rough-tough-dog-toy-medium-lobster
